sku,part_name,category,location_id,city,country_code,climate_zone,segment_name,current_stock,safety_stock,optimal_stock,lead_time_days,supplier_id,supplier_name,supplier_reliability_score,forecast_demand_7d,forecast_demand_14d,forecast_demand_30d,avg_daily_forecast,max_daily_forecast,days_until_stockout,coverage_ratio_horizon,weather_spike_days_in_horizon,cold_snap_days_in_horizon,heatwave_days_in_horizon,payday_window_days_in_horizon,recommended_action,recommended_qty,priority,explanation
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,NL_AMS,Amsterdam,Netherlands,West,salary_event_sensitive,403,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,51.48,100.99,217.63,7.254,8.738,55.55,1.852,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,DK_CPH,Copenhagen,Denmark,North_Central,salary_event_sensitive,270,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,34.31,67.78,145.77,4.859,5.771,55.57,1.852,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,NL_AMS,Amsterdam,Netherlands,West,fast_moving_stable,372,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,47.45,94.13,200.71,6.69,7.356,55.6,1.853,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,NL_AMS,Amsterdam,Netherlands,West,salary_event_sensitive,473,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,59.85,117.73,255.23,8.508,10.535,55.6,1.853,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,Filtru aer motor,filters,FI_HEL,Helsinki,Finland,Nordic,fast_moving_stable,386,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,49.76,98.35,208.06,6.935,7.659,55.66,1.855,0,30,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,EE_TLL,Tallinn,Estonia,Nordic,fast_moving_stable,388,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,48.91,98.54,208.46,6.949,7.626,55.84,1.861,0,23,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,FR_PAR,Paris,France,West,fast_moving_stable,385,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,49.61,97.84,206.82,6.894,7.603,55.85,1.862,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,RO_BUC,Bucharest,Romania,East,salary_event_sensitive,407,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,50.17,100.35,218.61,7.287,9.002,55.85,1.862,0,0,0,5,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,CZ_PRG,Prague,Czechia,Central,salary_event_sensitive,271,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,31.95,64.98,144.73,4.824,5.744,56.17,1.872,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,CZ_PRG,Prague,Czechia,Central,salary_event_sensitive,410,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,48.82,98.44,218.64,7.288,8.774,56.26,1.875,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,RO_BUC,Bucharest,Romania,East,salary_event_sensitive,273,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,33.21,66.72,145.41,4.847,5.647,56.32,1.877,0,0,0,5,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,DK_CPH,Copenhagen,Denmark,North_Central,salary_event_sensitive,405,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,51.02,100.17,215.66,7.189,8.557,56.34,1.878,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-FILTER,Filtru ulei,maintenance,DE_BER,Berlin,Germany,Central,salary_event_sensitive,474,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,59.09,116.29,252.08,8.403,10.456,56.41,1.88,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,PL_WAW,Warsaw,Poland,Central,fast_moving_stable,372,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,46.17,92.71,197.45,6.582,7.294,56.52,1.884,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,AdBlue 10L,consumables,DK_CPH,Copenhagen,Denmark,North_Central,fast_moving_stable,373,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,46.55,92.34,196.84,6.561,7.207,56.85,1.895,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,IT_MIL,Milan,Italy,South,salary_event_sensitive,407,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,50.58,99.6,214.55,7.152,8.559,56.91,1.897,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-OIL-FILTER,Filtru ulei,maintenance,DK_CPH,Copenhagen,Denmark,North_Central,salary_event_sensitive,476,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,58.38,115.18,250.6,8.353,10.421,56.98,1.899,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-BRAKE-FLUID-DOT4,Lichid frana DOT4 1L,brakes,ES_MAD,Madrid,Spain,South,salary_event_sensitive,270,40,80,10,SUP-BRAKES-IT,Nord Italia Braking,0.88,34.26,66.57,141.91,4.73,5.535,57.08,1.903,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,Filtru aer motor,filters,NL_AMS,Amsterdam,Netherlands,West,fast_moving_stable,387,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,48.34,95.66,203.32,6.777,7.398,57.1,1.903,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,AdBlue 10L,consumables,IT_MIL,Milan,Italy,South,fast_moving_stable,374,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,46.44,92.31,195.9,6.53,6.987,57.27,1.909,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,DE_BER,Berlin,Germany,Central,fast_moving_stable,388,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,48.13,95.59,203.15,6.772,7.398,57.3,1.91,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-5W30-5L,Ulei motor 5W30 5L,maintenance,ES_MAD,Madrid,Spain,South,salary_event_sensitive,407,70,140,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,50.37,99.22,213.03,7.101,8.306,57.31,1.91,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-ADBLUE-10L,AdBlue 10L,consumables,ES_MAD,Madrid,Spain,South,fast_moving_stable,373,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,46.05,91.46,194.89,6.496,6.964,57.42,1.914,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,CZ_PRG,Prague,Czechia,Central,salary_event_sensitive,479,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,56.0,112.88,249.97,8.332,10.21,57.49,1.916,0,0,0,6,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,EE_TLL,Tallinn,Estonia,Nordic,fast_moving_stable,332,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,40.8,81.7,173.2,5.773,6.328,57.51,1.917,0,23,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,SE_STO,Stockholm,Sweden,Nordic,fast_moving_stable,332,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,41.29,81.31,172.29,5.743,6.25,57.81,1.927,0,14,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,NL_AMS,Amsterdam,Netherlands,West,fast_moving_stable,331,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,41.4,81.24,171.44,5.715,6.284,57.92,1.931,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,IT_MIL,Milan,Italy,South,fast_moving_stable,389,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,47.53,94.46,201.43,6.714,7.279,57.93,1.931,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,FR_PAR,Paris,France,West,fast_moving_stable,332,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,40.76,80.29,170.02,5.667,6.219,58.58,1.953,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,ES_MAD,Madrid,Spain,South,salary_event_sensitive,478,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,56.74,112.95,244.35,8.145,9.658,58.69,1.956,0,0,0,3,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AIR-FILTER,Filtru aer motor,filters,DK_CPH,Copenhagen,Denmark,North_Central,fast_moving_stable,390,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,47.04,93.2,199.0,6.633,7.317,58.79,1.96,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,AdBlue 10L,consumables,RO_BUC,Bucharest,Romania,East,fast_moving_stable,375,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,44.42,88.83,191.03,6.368,6.941,58.89,1.963,0,0,0,5,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,IT_MIL,Milan,Italy,South,fast_moving_stable,332,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,39.85,78.61,166.84,5.561,6.053,59.7,1.99,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,ES_MAD,Madrid,Spain,South,fast_moving_stable,391,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,46.03,91.62,195.49,6.516,6.915,60.0,2.0,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,PL_WAW,Warsaw,Poland,Central,fast_moving_stable,389,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,45.83,91.41,193.53,6.451,7.118,60.3,2.01,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,DE_BER,Berlin,Germany,Central,fast_moving_stable,334,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,39.72,78.45,165.85,5.528,6.024,60.42,2.014,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-ADBLUE-10L,AdBlue 10L,consumables,CZ_PRG,Prague,Czechia,Central,fast_moving_stable,376,60,120,7,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,43.53,86.58,186.62,6.221,6.822,60.44,2.015,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,CZ_PRG,Prague,Czechia,Central,fast_moving_stable,393,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,45.41,90.52,194.7,6.49,7.108,60.56,2.019,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,PL_WAW,Warsaw,Poland,Central,fast_moving_stable,335,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,39.22,78.46,165.77,5.526,6.132,60.62,2.021,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-OIL-FILTER,Filtru ulei,maintenance,RO_BUC,Bucharest,Romania,East,salary_event_sensitive,481,85,170,7,SUP-MAINT-DE,DACH Maintenance Parts,0.94,55.17,109.38,236.51,7.884,9.624,61.01,2.034,0,0,0,5,monitor,0,low,"Stocul acopera forecast-ul pe orizontul analizat. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,ES_MAD,Madrid,Spain,South,fast_moving_stable,334,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,38.52,76.12,161.73,5.391,5.892,61.95,2.065,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-AIR-FILTER,Filtru aer motor,filters,RO_BUC,Bucharest,Romania,East,fast_moving_stable,393,65,130,10,SUP-FILTERS-FR,Filtres Auto France,0.92,44.42,88.53,190.26,6.342,6.906,61.97,2.066,0,0,0,5,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,CZ_PRG,Prague,Czechia,Central,fast_moving_stable,336,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,37.78,74.88,160.75,5.358,5.857,62.71,2.09,0,0,0,6,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,RO_BUC,Bucharest,Romania,East,fast_moving_stable,337,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,36.38,72.39,154.97,5.166,5.65,65.24,2.175,0,0,0,5,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-CABIN-CARBON,Filtru habitaclu cu carbon,filters,DK_CPH,Copenhagen,Denmark,North_Central,fast_moving_stable,338,45,90,10,SUP-FILTERS-FR,Filtres Auto France,0.92,36.46,72.12,154.06,5.135,5.558,65.82,2.194,0,0,0,3,monitor,0,low,Stocul acopera forecast-ul pe orizontul analizat.
PEU-WF-WINTER-5L,Lichid parbriz iarna -20C 5L,winter_fluids,DK_CPH,Copenhagen,Denmark,North_Central,promotion_travel_sensitive,340,80,160,14,SUP-FLUIDS-EU,EuroFluids Logistics,0.93,191.75,369.72,713.57,23.786,30.457,14.29,0.476,0,0,0,3,order,240,medium,Risc stockout: 14.3 zile acoperire vs lead time 14 zile.
PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,NL_AMS,Amsterdam,Netherlands,West,winter_weather_sensitive,175,22,44,21,SUP-TIRES-PL,Central Europe Tyres,0.89,58.66,114.38,240.6,8.02,9.08,21.82,0.727,0,0,0,3,order,72,medium,"Risc stockout: 21.8 zile acoperire vs lead time 21 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,IT_MIL,Milan,Italy,South,winter_weather_sensitive,179,22,44,21,SUP-TIRES-PL,Central Europe Tyres,0.89,56.59,110.7,232.2,7.74,8.531,23.13,0.771,0,0,0,3,order,60,medium,"Risc stockout: 23.1 zile acoperire vs lead time 21 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-WINTER-TIRE-205,Anvelopa iarna 205/55R16,tires,ES_MAD,Madrid,Spain,South,winter_weather_sensitive,180,22,44,21,SUP-TIRES-PL,Central Europe Tyres,0.89,55.29,108.78,228.92,7.631,8.439,23.59,0.786,0,0,0,3,order,56,medium,"Risc stockout: 23.6 zile acoperire vs lead time 21 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,FI_HEL,Helsinki,Finland,Nordic,summer_heat_sensitive,210,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,20.63,40.64,87.54,2.918,3.193,71.97,2.399,0,30,0,3,reduce,180,medium,Stoc peste optim: acoperire 2.4x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,FR_PAR,Paris,France,West,summer_heat_sensitive,212,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,20.08,39.74,85.13,2.838,3.09,74.71,2.49,0,0,0,3,reduce,182,medium,Stoc peste optim: acoperire 2.5x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,SE_STO,Stockholm,Sweden,Nordic,summer_heat_sensitive,213,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,20.14,39.76,85.19,2.84,3.197,75.01,2.5,0,14,0,3,reduce,183,medium,Stoc peste optim: acoperire 2.5x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,EE_TLL,Tallinn,Estonia,Nordic,summer_heat_sensitive,216,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,19.74,40.7,85.38,2.846,3.391,75.89,2.53,0,23,0,6,reduce,186,medium,Stoc peste optim: acoperire 2.5x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,NL_AMS,Amsterdam,Netherlands,West,summer_heat_sensitive,213,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,19.48,38.39,82.16,2.739,3.025,77.77,2.592,0,0,0,3,reduce,183,medium,Stoc peste optim: acoperire 2.6x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,IT_MIL,Milan,Italy,South,summer_heat_sensitive,215,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,19.31,38.18,81.97,2.732,2.984,78.68,2.623,0,0,0,3,reduce,185,medium,Stoc peste optim: acoperire 2.6x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,DK_CPH,Copenhagen,Denmark,North_Central,summer_heat_sensitive,214,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,19.11,37.76,81.4,2.713,3.01,78.87,2.629,0,0,0,3,reduce,184,medium,Stoc peste optim: acoperire 2.6x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,CZ_PRG,Prague,Czechia,Central,summer_heat_sensitive,214,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,19.15,37.78,81.21,2.707,3.137,79.06,2.635,0,0,0,6,reduce,184,medium,Stoc peste optim: acoperire 2.6x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,RO_BUC,Bucharest,Romania,East,summer_heat_sensitive,218,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,18.97,37.87,82.54,2.751,3.377,79.23,2.641,0,0,0,5,reduce,188,medium,Stoc peste optim: acoperire 2.6x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,PL_WAW,Warsaw,Poland,Central,summer_heat_sensitive,216,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,18.9,38.89,81.75,2.725,3.286,79.27,2.642,0,0,0,6,reduce,186,medium,Stoc peste optim: acoperire 2.6x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,DE_BER,Berlin,Germany,Central,summer_heat_sensitive,215,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,19.07,37.49,80.75,2.692,3.011,79.87,2.662,0,0,0,3,reduce,185,medium,Stoc peste optim: acoperire 2.7x fata de cererea estimata pe 30 zile.
PEU-AC-REFILL,Kit incarcare clima R134a/R1234yf,ac_cooling,ES_MAD,Madrid,Spain,South,summer_heat_sensitive,217,15,30,14,SUP-CLIMATE-ES,Iberia Climate Systems,0.87,19.28,37.75,80.68,2.689,3.155,80.69,2.69,0,0,0,3,reduce,187,medium,Stoc peste optim: acoperire 2.7x fata de cererea estimata pe 30 zile.
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,EE_TLL,Tallinn,Estonia,Nordic,fast_moving_stable,215,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.94,28.4,59.95,1.998,2.271,107.58,3.586,0,23,0,6,reduce,175,medium,"Stoc peste optim: acoperire 3.6x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,FI_HEL,Helsinki,Finland,Nordic,fast_moving_stable,216,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.65,27.45,59.2,1.973,2.27,109.46,3.649,0,30,0,3,reduce,176,medium,"Stoc peste optim: acoperire 3.6x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,SE_STO,Stockholm,Sweden,Nordic,fast_moving_stable,217,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.85,27.43,58.47,1.949,2.08,111.34,3.711,0,14,0,3,reduce,177,medium,"Stoc peste optim: acoperire 3.7x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,DK_CPH,Copenhagen,Denmark,North_Central,fast_moving_stable,216,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.35,26.59,56.87,1.896,2.062,113.94,3.798,0,0,0,3,reduce,176,medium,"Stoc peste optim: acoperire 3.8x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,ES_MAD,Madrid,Spain,South,fast_moving_stable,218,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.41,26.63,56.71,1.89,2.045,115.32,3.844,0,0,0,3,reduce,178,medium,"Stoc peste optim: acoperire 3.8x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,PL_WAW,Warsaw,Poland,Central,slow_moving_intermittent,218,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.31,26.62,56.6,1.887,2.049,115.56,3.852,0,0,0,6,reduce,178,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,FR_PAR,Paris,France,West,fast_moving_stable,218,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.35,26.49,56.58,1.886,2.049,115.59,3.853,0,0,0,3,reduce,178,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,IT_MIL,Milan,Italy,South,fast_moving_stable,219,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.41,26.58,56.68,1.889,2.018,115.92,3.864,0,0,0,3,reduce,179,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,NL_AMS,Amsterdam,Netherlands,West,fast_moving_stable,219,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.35,26.55,56.63,1.888,2.036,116.02,3.867,0,0,0,3,reduce,179,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,DE_BER,Berlin,Germany,Central,fast_moving_stable,218,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.31,26.29,56.16,1.872,2.004,116.45,3.882,0,0,0,3,reduce,178,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,CZ_PRG,Prague,Czechia,Central,fast_moving_stable,218,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.34,26.3,56.15,1.872,2.05,116.46,3.882,0,0,0,6,reduce,178,medium,"Stoc peste optim: acoperire 3.9x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
PEU-SUMMER-TIRE-205,Anvelopa vara 205/55R16,tires,RO_BUC,Bucharest,Romania,East,fast_moving_stable,221,20,40,21,SUP-TIRES-PL,Central Europe Tyres,0.89,13.05,26.07,55.88,1.863,2.005,118.66,3.955,0,0,0,5,reduce,181,medium,"Stoc peste optim: acoperire 4.0x fata de cererea estimata pe 30 zile. Include fereastra de salariu, unde istoricul are uplift de cerere."
